trp_multiplayer_profile_troop_male|联 机 男 性 玩 家 角 色 
trp_multiplayer_profile_troop_male_pl|联 机 男 性 玩 家 角 色 
trp_multiplayer_profile_troop_female|联 机 女 性 玩 家 角 色 
trp_multiplayer_profile_troop_female_pl|联 机 女 性 玩 家 角 色 
trp_temp_troop|Temp Troop　
trp_temp_troop_pl|Temp Troop　
trp_find_item_cheat|find item cheat　
trp_find_item_cheat_pl|find item cheat　
trp_random_town_sequence|Random Town Sequence　
trp_random_town_sequence_pl|Random Town Sequence　
trp_tournament_participants|竞 技 场 选 手 
trp_tournament_participants_pl|竞 技 场 选 手 
trp_tutorial_maceman|锤 子 手 
trp_tutorial_maceman_pl|锤 子 手 
trp_tutorial_archer|弓 箭 手 
trp_tutorial_archer_pl|弓 箭 手 
trp_tutorial_swordsman|剑 士 
trp_tutorial_swordsman_pl|剑 士 
trp_novice_fighter|初 级 斗 士 
trp_novice_fighter_pl|初 级 斗 士 
trp_regular_fighter|正 规 斗 士 
trp_regular_fighter_pl|正 规 斗 士 
trp_veteran_fighter|资 深 斗 士 
trp_veteran_fighter_pl|资 深 斗 士 
trp_champion_fighter|精 英 斗 士 
trp_champion_fighter_pl|精 英 斗 士 
trp_arena_training_fighter_1|初 级 斗 士 
trp_arena_training_fighter_1_pl|初 级 斗 士 
trp_arena_training_fighter_2|初 级 斗 士 
trp_arena_training_fighter_2_pl|初 级 斗 士 
trp_arena_training_fighter_3|正 规 斗 士 
trp_arena_training_fighter_3_pl|正 规 斗 士 
trp_arena_training_fighter_4|正 规 斗 士 
trp_arena_training_fighter_4_pl|正 规 斗 士 
trp_arena_training_fighter_5|正 规 斗 士 
trp_arena_training_fighter_5_pl|正 规 斗 士 
trp_arena_training_fighter_6|资 深 斗 士 
trp_arena_training_fighter_6_pl|资 深 斗 士 
trp_arena_training_fighter_7|资 深 斗 士 
trp_arena_training_fighter_7_pl|资 深 斗 士 
trp_arena_training_fighter_8|资 深 斗 士 
trp_arena_training_fighter_8_pl|资 深 斗 士 
trp_arena_training_fighter_9|精 英 斗 士 
trp_arena_training_fighter_9_pl|精 英 斗 士 
trp_arena_training_fighter_10|精 英 斗 士 
trp_arena_training_fighter_10_pl|精 英 斗 士 
trp_cattle|牛 
trp_cattle_pl|牛 
trp_farmer|农 民 
trp_farmer_pl|农 民 
trp_cantaber_iuventus|坎 塔 布 里 亚 战 士 
trp_cantaber_iuventus_pl|坎 塔 布 里 亚 战 士 
trp_asturias_veteran|阿 斯 图 里 亚 斯 老 兵 
trp_asturias_veteran_pl|阿 斯 图 里 亚 斯 老 兵 
trp_gallaecia_warrior|加 雷 西 亚 侍 卫 
trp_gallaecia_warrior_pl|加 雷 西 亚 侍 卫 
trp_townsman|市 民 
trp_townsman_pl|市 民 
trp_watchman|雇 佣 哨 兵 
trp_watchman_pl|雇 佣 哨 兵 
trp_mercenary_cavalry|弗 兰 克 雇 佣 骑 兵 
trp_mercenary_cavalry_pl|弗 兰 克 雇 佣 骑 兵 
trp_caravan_guard|雇 佣 矛 兵 
trp_caravan_guard_pl|雇 佣 矛 兵 
trp_mercenary_swordsman|资 深 士 兵 
trp_mercenary_swordsman_pl|资 深 士 兵 
trp_regular_sailors|水 手 
trp_regular_sailors_pl|水 手 
trp_mercenary_horseman|阿 基 坦 游 骑 兵 
trp_mercenary_horseman_pl|阿 基 坦 游 骑 兵 
trp_mercenary_leader|老 队 长 
trp_mercenary_leader_pl|老 队 长 
trp_hired_blade|斯 韦 阿 战 士 
trp_hired_blade_pl|斯 韦 阿 战 士 
trp_mercenary_crossbowman|芬 兰 弓 箭 手 
trp_mercenary_crossbowman_pl|芬 兰 弓 箭 手 
trp_mercenaries_end|村 民 
trp_mercenaries_end_pl|村 民 
trp_norse_slave|诺 尔 斯 自 由 民 (轻 .步 )
trp_norse_slave_pl|诺 尔 斯 自 由 民 （轻 .步 )
trp_norse_bowman|诺 尔 斯 弓 箭 手 (游 )
trp_norse_bowman_pl|诺 尔 斯 弓 箭 手 (游 )
trp_norse_elitearcher|诺 尔 斯 精 英 弓 箭 手 (中 .游 )
trp_norse_elitearcher_pl|诺 尔 斯 精 英 弓 箭 手 (中 .游 )
trp_norse_level0_landed|诺 尔 斯 农 民 (轻 .步 )
trp_norse_level0_landed_pl|诺 尔 斯 农 民 (轻.步 )
trp_norse_level1_landed|诺 尔 斯 持 矛 兵 (中 .步 )
trp_norse_level1_landed_pl|诺 尔 斯 持 矛 兵 (中 .步 )
trp_norse_level2_landed|诺 尔 斯 资 深 持 矛 兵 (重 .步 )
trp_norse_level2_landed_pl|诺 尔 斯 资 深 持 矛 兵 (重 .步 )
trp_norse_level3_landed|诺 尔 斯 贵 族 (精 .步 )
trp_norse_level3_landed_pl|诺 尔 斯 贵 族 (精 .步 )
trp_norse_level0_companion|诺 尔 斯 青 年 勇 士 (中 .步 )
trp_norse_level0_companion_pl|诺 尔 斯 青 年 勇 士 (中 .步 )
trp_norse_level1_companion|诺 尔 斯 资 深 士 兵 (重 .步 )
trp_norse_level1_companion_pl|诺 尔 斯 资 深 士 兵 (重 .步 )
trp_norse_level2_companion|诺 尔 斯 侍 卫 (精 .步 )
trp_norse_level2_companion_pl|诺 尔 斯 侍 卫 (精 .步 )
trp_norse_standard_bearer|诺 尔 斯 旗 手 
trp_norse_standard_bearer_pl|诺 尔 斯 旗 手 
trp_norse_priest|诺 尔 斯 奥 丁 祭 司 
trp_norse_priest_pl|诺 尔 斯 奥 丁 祭 司 
trp_briton_slave|布 立 吞 农 奴 (轻 .步 )
trp_briton_slave_pl|布 立 吞 农 奴 (轻 .步 )
trp_briton_level0_landed|布 立 吞 自 由 民 (轻 .步 )
trp_briton_level0_landed_pl|布 立 吞 自 由 民 (轻 .步 )
trp_briton_level1_landed|布 立 吞 持 矛 兵 (中 .步 )
trp_briton_level1_landed_pl|布 立 吞 持 矛 兵 (中 .步 )
trp_briton_level2_landed|布 立 吞 资 深 持 矛 兵 (重 .步 )
trp_briton_level2_landed_pl|布 立 吞 资 深 持 矛 兵 (重 .步 )
trp_briton_level3_landed|布 立 吞 贵 族 (精 .步 )
trp_briton_level3_landed_pl|布 立 吞 贵 族 (精 .步 )
trp_briton_level0_companion|布 立 吞 战 士 (中 .步 )
trp_briton_level0_companion_pl|布 立 吞 战 士 (中 .步 )
trp_briton_level1_companion|布 立 吞 勇 士 (重 .步 )
trp_briton_level1_companion_pl|布 立 吞 勇 士 (重 .步 )
trp_briton_level2_companion|布 立 吞 侍 卫 (精 .步 )
trp_briton_level2_companion_pl|布 立 吞 侍 卫 (精 .步 )
trp_briton_bowman|布 立 吞 游 击 兵 (游 )
trp_briton_bowman_pl|布 立 吞 游 击 兵 (游 )
trp_briton_marksman|布 立 吞 弓 箭 手 (中 .游 )
trp_briton_marksman_pl|布 立 吞 弓 箭 手 (中 .游 )
trp_briton_horseman|布 立 吞 轻 骑 兵 (轻 .骑 )
trp_briton_horseman_pl|布 立 吞 轻 骑 兵 (轻 .骑 )
trp_briton_standard_bearer|布 立 吞 旗 手 
trp_briton_standard_bearer_pl|布 立 吞 旗 手 
trp_briton_priest|布 立 吞 牧 师 
trp_briton_priest_pl|布 立 吞 牧 师 
trp_saxon_slave|撒 克 逊 农 民 (轻 .步 )
trp_saxon_slave_pl|撒 克 逊 农 民 (轻 .步 )
trp_saxon_bowman|撒 克 逊 弓 箭 手 (游 )
trp_saxon_bowman_pl|撒 克 逊 弓 箭 手 (游 )
trp_saxon_level0_landed|撒 克 逊 自 耕 农 (轻 .步 )
trp_saxon_level0_landed_pl|撒 克 逊 自 耕 农 (轻 .步 )
trp_saxon_level1_landed|撒 克 逊 持 矛 兵 (中 .步 )
trp_saxon_level1_landed_pl|撒 克 逊 持 矛 兵 (中 .步 )
trp_saxon_level2_landed|撒 克 逊 资 深 持 矛 兵 (重 .步 )
trp_saxon_level2_landed_pl|撒 克 逊 资 深 持 矛 兵 (重 .步 )
trp_saxon_level3_landed|撒 克 逊 贵 族 (精 .步 )
trp_saxon_level3_landed_pl|撒 克 逊 贵 族 (精 .步 )
trp_saxon_level0_companion|撒 克 逊 青 年 勇 士 (中 .步 )
trp_saxon_level0_companion_pl|撒 克 逊 战 斧 大 师 (精 .步 )
trp_saxon_level1_companion|撒 克 逊 资 深 士 兵 (重 .步 )
trp_saxon_level1_companion_pl|撒 克 逊 资 深 士 兵 (重 .步 )
trp_saxon_level2_companion|撒 克 逊 侍 卫 (精 .步 )
trp_saxon_level2_companion_pl|撒 克 逊 侍 卫 (精 .步 )
trp_saxon_horseman|撒 克 逊 骑 兵 (轻 .骑 )
trp_saxon_horseman_pl|撒 克 逊 骑 兵 (轻 .骑 )
trp_saxon_standard_bearer|撒 克 逊 旗 手 
trp_saxon_standard_bearer_pl|撒 克 逊 旗 手 
trp_saxon_priest|撒 克 逊 牧 师 
trp_saxon_priest_pl|撒 克 逊 牧 师 
trp_scotch_peasant|皮 克 特 农 民 (轻 .步 )
trp_scotch_peasant_pl|皮 克 特 农 民 (轻 .步 )
trp_scotch_bowman|皮 克 特 轻 步 兵 (游 )
trp_scotch_bowman_pl|皮 克 特 轻 步 兵 (游 )
trp_scotch_level0_skirmisher|皮 克 特 资 深 轻 步 兵 (中 .游 )
trp_scotch_level0_skirmisher_pl|皮 克 特 资 深 轻 步 兵 (中 .游 )
trp_scotch_level1_skirmisher|皮 克 特 精 英 轻 步 兵 (精 .游 )
trp_scotch_level1_skirmisher_pl|皮 克 特 精 英 轻 步 兵 (精 .游 )
trp_scotch_horseman|皮 克 特 轻 骑 兵 (轻 .骑 )
trp_scotch_horseman_pl|皮 克 特 轻 骑 兵 (轻 .骑 )
trp_scotch_level0_landed|皮 克 特 地 主 (轻 .步 )
trp_scotch_level0_landed_pl|皮 克 特 地 主 (轻 .步 )
trp_scotch_level1_landed|皮 克 特 持 矛 兵 (中 .步 )
trp_scotch_level1_landed_pl|皮 克 特 持 矛 兵 (中 .步 )
trp_scotch_level2_landed|皮 克 特 重 装 持 矛 兵 (重 .步 )
trp_scotch_level2_landed_pl|皮 克 特 重 装 持 矛 兵 (重 .步 )
trp_scotch_level0_companion|皮 克 特 斧 兵 (中 .步 )
trp_scotch_level0_companion_pl|皮 克 特 斧 兵 (中 .步 )
trp_scotch_level1_companion|皮 克 特 资 深 士 兵 (重 .步 )
trp_scotch_level1_companion_pl|皮 克 特 资 深 士 兵 (重 .步 )
trp_scotch_level2_companion|皮 克 特 侍 卫 (精 .步 )
trp_scotch_level2_companion_pl|皮 克 特 侍 卫 (精 .步 )
trp_scotch_knight|皮 克 特 贵 族 骑 兵(精 .骑 )
trp_scotch_knight_pl|皮 克 特 贵 族 骑 兵(精 .骑 )
trp_scotch_standard_bearer|皮 克 特 旗 手 
trp_scotch_standard_bearer_pl|皮 克 特 旗 手 
trp_scotch_musician|皮 克 特 号 手 
trp_scotch_musician_pl|皮 克 特 号 手 
trp_scotch_priest|皮 克 特 牧 师 
trp_scotch_priest_pl|皮 克 特 牧 师 
trp_angle_slave|盎 格 鲁 农 民 (轻 .步 )
trp_angle_slave_pl|盎 格 鲁 农 民 (轻 .步 )
trp_angle_bowman|盎 格 鲁 弓 箭 手 (游 )
trp_angle_bowman_pl|盎 格 鲁 弓 箭 手 (游 )
trp_angle_level0_landed|盎 格 鲁 自 耕 农 (轻 .步 )
trp_angle_level0_landed_pl|盎 格 鲁 自 耕 农 (轻 .步 )
trp_angle_level1_landed|盎 格 鲁 持 矛 兵 (中 .步 )
trp_angle_level1_landed_pl|盎 格 鲁 持 矛 兵 (中 .步 )
trp_angle_level2_landed|盎 格 鲁 资 深 持 矛 兵 (重 .步 )
trp_angle_level2_landed_pl|盎 格 鲁 资 深 持 矛 兵 (重 .步 )
trp_angle_level3_landed|盎 格 鲁 贵 族 (精 .步 )
trp_angle_level3_landed_pl|盎 格 鲁 贵 族 (精 .步 )
trp_angle_level0_companion|盎 格 鲁 勇 士 (中 .步 )
trp_angle_level0_companion_pl|盎 格 鲁 勇 士 (中 .步 )
trp_angle_level1_companion|盎 格 鲁 资 深 士 兵 (重 .步)
trp_angle_level1_companion_pl|盎 格 鲁 资 深 士 兵 (重 .步 )
trp_angle_level2_companion|盎 格 鲁 侍 卫 (精 .步 )
trp_angle_level2_companion_pl|盎 格 鲁 侍 卫 (精 .步 )
trp_angle_horseman|盎 格 鲁 骑 兵 (轻 .骑 )
trp_angle_horseman_pl|盎 格 鲁 骑 兵 (轻 .骑 )
trp_angle_standard_bearer|盎 格 鲁 旗 手 
trp_angle_standard_bearer_pl|盎 格 鲁 旗 手 
trp_angle_priest|盎 格 鲁 牧 师 
trp_angle_priest_pl|盎 格 鲁 牧 师 
trp_irish_slave|戈 伊 德 尔 农 奴 (轻 .步 )
trp_irish_slave_pl|戈 伊 德 尔 农 奴 (轻 .步 )
trp_irish_bowman|戈 伊 德 尔 随 仆 (游 )
trp_irish_bowman_pl|戈 伊 德 尔 随 仆 (游 )
trp_irish_level0_skirmisher|戈 伊 德 尔 资 深 随 仆 (中 .游 )
trp_irish_level0_skirmisher_pl|戈 伊 德 尔 资 深 随 仆 (中 .游 )
trp_irish_level1_skirmisher|戈 伊 德 尔 掷 矛 兵 (精 .游 )
trp_irish_level1_skirmisher_pl|戈 伊 德 尔 掷 矛 兵 (精 .游 )
trp_irish_horseman|戈 伊 德 尔 轻 骑 兵 (轻 .骑 )
trp_irish_horseman_pl|戈 伊 德 尔 轻 骑 兵 (轻 .骑 )
trp_irish_level0_landed|戈 伊 德 尔 民 兵 (轻 .步 )
trp_irish_level0_landed_pl|戈 伊 德 尔 民 兵 (轻 .步 )
trp_irish_level1_landed|戈 伊 德 尔 自 耕 农 (中 .步 )
trp_irish_level1_landed_pl|戈 伊 德 尔 自 耕 农 (中 .步 )
trp_irish_level2_landed|戈 伊 德 尔 资 深 持 矛 兵 (重 .步 )
trp_irish_level2_landed_pl|戈 伊 德 尔 资 深 持 矛 兵 (重 .步 )
trp_irish_level3_landed|戈 伊 德 尔 贵 族 (精 .步 )
trp_irish_level3_landed_pl|戈 伊 德 尔 贵 族 (精 .步 )
trp_irish_level0_companion|戈 伊 德 尔 斧 兵 (中 .步 )
trp_irish_level0_companion_pl|戈 伊 德 尔 斧 兵 (中 .步 )
trp_irish_level1_companion|戈 伊 德 尔 资 深 士 兵 (重 .步 )
trp_irish_level1_companion_pl|戈 伊 德 尔 资 深 士 兵 (重 .步 )
trp_irish_knight|戈 伊 德 尔 侍 卫 (重 .骑 )
trp_irish_knight_pl|戈 伊 德 尔 侍 卫 (重 .骑 )
trp_irish_standard_bearer|戈 伊 德 尔 旗 手 
trp_irish_standard_bearer_pl|戈 伊 德 尔 旗 手 
trp_irish_priest|戈 伊 德 尔 牧 师 
trp_irish_priest_pl|戈 伊 德 尔 牧 师 
trp_todos_cuerno|号 手 
trp_todos_cuerno_pl|号 手 
trp_norse_messenger|诺 尔 斯 信 使 
trp_norse_messenger_pl|诺 尔 斯 信 使 
trp_norse_deserter|诺 尔 斯 乱 军 
trp_norse_deserter_pl|诺 尔 斯 乱 军 
trp_norse_prison_guard|监 狱 看 守 
trp_norse_prison_guard_pl|监 狱 看 守 
trp_norse_castle_guard|要 塞 守 卫 
trp_norse_castle_guard_pl|要 塞 守 卫 
trp_frisian_basic|弗 里 斯 人 (轻 .步 )
trp_frisian_basic_pl|弗 里 斯 人 (轻 .步 )
trp_frisian_mid|弗 里 斯 战 士 (中 .步 )
trp_frisian_mid_pl|弗 里 斯 战 士 (中 .步 )
trp_frisian_heavy|弗 里 斯 资 深 士 兵 (重 .步 )
trp_frisian_heavy_pl|弗 里 斯 资 深 士 兵 (重 .步 )
trp_frisian_cav|弗 里 斯 骑 兵 (轻 .骑 )
trp_frisian_cav_pl|弗 里 斯 骑 兵 (轻 .骑 )
trp_briton_messenger|布 立 吞 信 使 
trp_briton_messenger_pl|布 立 吞 信 使 
trp_briton_deserter|布 立 吞 乱 军 
trp_briton_deserter_pl|布 立 吞 乱 军 
trp_briton_prison_guard|监 狱 看 守 
trp_briton_prison_guard_pl|监 狱 看 守 
trp_briton_castle_guard|要 塞 守 卫 
trp_briton_castle_guard_pl|要 塞 守 卫 
trp_saxon_messenger|撒 克 逊 信 使 
trp_saxon_messenger_pl|撒 克 逊 信 差 
trp_saxon_deserter|撒 克 逊 乱 军 
trp_saxon_deserter_pl|撒 克 逊 乱 军 
trp_saxon_prison_guard|监 狱 看 守 
trp_saxon_prison_guard_pl|监 狱 看 守 
trp_saxon_castle_guard|要 塞 守 卫 
trp_saxon_castle_guard_pl|要 塞 守 卫 
trp_scotch_messenger|皮 克 特 信 使 
trp_scotch_messenger_pl|皮 克 特 信 使 
trp_scotch_deserter|皮 克 特 乱 军 
trp_scotch_deserter_pl|皮 克 特 乱 军 
trp_scotch_prison_guard|监 狱 看 守 
trp_scotch_prison_guard_pl|监 狱 看 守 
trp_scotch_castle_guard|要 塞 守 卫 
trp_scotch_castle_guard_pl|要 塞 守 卫 
trp_angle_messenger|盎 格 鲁 信 使 
trp_angle_messenger_pl|盎 格 鲁 信 使 
trp_angle_deserter|盎 格 鲁 乱 军 
trp_angle_deserter_pl|盎 格 鲁 乱 军 
trp_angle_prison_guard|监 狱 看 守 
trp_angle_prison_guard_pl|监 狱 看 守 
trp_angle_castle_guard|要 塞 守 卫 
trp_angle_castle_guard_pl|要 塞 守 卫 
trp_irish_messenger|戈 伊 德 尔 信 使 
trp_irish_messenger_pl|戈 伊 德 尔信 使 
trp_irish_deserter|戈 伊 德 尔 乱 军 
trp_irish_deserter_pl|戈 伊 德 尔 乱 军 
trp_irish_prison_guard|监 狱 看 守 
trp_irish_prison_guard_pl|监 狱 看 守 
trp_irish_castle_guard|要 塞 守 卫 
trp_irish_castle_guard_pl|要 塞 守 卫 
trp_looter|恶 棍 
trp_looter_pl|恶 棍 
trp_bandit|拦 路 贼 
trp_bandit_pl|拦 路 贼 
trp_brigand|土 匪 
trp_brigand_pl|土 匪 
trp_mountain_bandit|强 盗 
trp_mountain_bandit_pl|强 盗 
trp_forest_bandit|山 贼 
trp_forest_bandit_pl|山 贼 
trp_sea_raider|掠 夺 者 
trp_sea_raider_pl|掠 夺 者 
trp_desert_bandit|响 马 
trp_desert_bandit_pl|响 马 
trp_steppe_bandit|挪 威 维 京 海 盗 
trp_steppe_bandit_pl|挪 威 维 京 海 盗 
trp_taiga_bandit|维 京 海 盗 
trp_taiga_bandit_pl|维 京 海 盗 
trp_elite_viking|丹 麦 精 锐 维 京 海 盗 
trp_elite_viking_pl|丹 麦 精 锐 维 京 海 盗 
trp_elite_viking_2|瑞 典 精 锐 维 京 海 盗 
trp_elite_viking_2_pl|瑞 典 精 锐 维 京 海 盗 
trp_sea_raider_leader2|船 长 
trp_sea_raider_leader2_pl|船 长 
trp_looter_leader2|山 贼 头 子 
trp_looter_leader2_pl|山 贼 头 子 
trp_manhunter|青 年 战 士 
trp_manhunter_pl|青 年 战 士 
trp_slave_driver|奴 贩 押 解 
trp_slave_driver_pl|奴 贩 押 解 
trp_slave_hunter|奴 贩 猎 手 
trp_slave_hunter_pl|奴 贩 猎 手 
trp_slave_crusher|资 深 奴 贩 猎 手 
trp_slave_crusher_pl|资 深 奴 贩 猎 手 
trp_slaver_chief|奴 贩 首 领 
trp_slaver_chief_pl|奴 贩 首 领 
trp_follower_woman|随 营 妓 女 
trp_follower_woman_pl|随 营 妓 女 
trp_hunter_woman|随 营 妇 女 
trp_hunter_woman_pl|随 营 妇 女 
trp_fighter_woman|军 嫂 
trp_fighter_woman_pl|军 嫂 
trp_sword_sister|营 地 守 卫 
trp_sword_sister_pl|营 地 守 卫 
trp_refugee|女 难 民 
trp_refugee_pl|女 难 民 
trp_peasant_woman|农 妇 
trp_peasant_woman_pl|农 妇 
trp_refugeeromanruins|女 难 民 
trp_refugeeromanruins_pl|女 难 民 
trp_peasant_womanromanruins|农 妇 
trp_peasant_womanromanruins_pl|农 妇 
trp_refugeedruid|女 难 民 
trp_refugeedruid_pl|女 难 民 
trp_peasant_womandruid|农 妇 
trp_peasant_womandruid_pl|农 妇 
trp_farmerdruid|农 民 
trp_farmerdruid_pl|农 民 
trp_manhunterdruid|青 年 战 士 
trp_manhunterdruid_pl|青 年 帮 
trp_prisionerdruid|俘 虏 
trp_prisionerdruid_pl|俘 虏 
trp_quarry_trabajador|工 人 
trp_quarry_trabajador_pl|工 人 
trp_quarry_capataz|工 头 
trp_quarry_capataz_pl|工 头 
trp_saltmine_capataz|工 头 
trp_saltmine_capataz_pl|工 头 
trp_lumbercamp_capataz|伐 木 营 工 头 
trp_lumbercamp_capataz_pl|伐 木 营 工 头 
trp_farmstead_boss|农 庄 工 头 
trp_farmstead_boss_pl|农 庄 工 头 
trp_bandit_lairmerchant|土 匪 头 子 
trp_bandit_lairmerchant_pl|土 匪 头 子 
trp_abad|修 道 院 院 长 
trp_abad_pl|修 道 院 院 长 
trp_monjes|修 道 士 
trp_monjes_pl|修 道 士 
trp_caravan_master|商 队 头 领 
trp_caravan_master_pl|商 队 头 领 
trp_kidnapped_girl|被 绑 架 的 女 孩 
trp_kidnapped_girl_pl|被 绑 架 的 女 孩 
trp_town_walker_1|市 民 
trp_town_walker_1_pl|市 民 
trp_town_walker_2|女 市 民 
trp_town_walker_2_pl|女 市 民 
trp_town_walker_3|市 民 
trp_town_walker_3_pl|市 民 
trp_town_walker_4|女 市 民 
trp_town_walker_4_pl|女 市 民 
trp_town_walker_5|市 民 
trp_town_walker_5_pl|市 民 
trp_town_walker_6|女 市 民 
trp_town_walker_6_pl|女 市 民 
trp_town_walker_7|市 民 
trp_town_walker_7_pl|市 民 
trp_town_walker_8|女 市 民 
trp_town_walker_8_pl|女 市 民 
trp_nino_varon|小 孩 
trp_nino_varon_pl|小 孩 
trp_nina_chica|小 孩 
trp_nina_chica_pl|小 孩 
trp_monk_walker|僧 侣 
trp_monk_walker_pl|僧 侣 
trp_village_walker_1|村 民 
trp_village_walker_1_pl|村 民 
trp_village_walker_2|女 村 民 
trp_village_walker_2_pl|女 村 民 
trp_village_walker_3|村 民 
trp_village_walker_3_pl|村 民 
trp_village_walker_4|女 村 民 
trp_village_walker_4_pl|女 村 民 
trp_village_walker_5|村 民 
trp_village_walker_5_pl|村 民 
trp_village_walker_6|女 村 民 
trp_village_walker_6_pl|女 村 民 
trp_village_walker_7|村 民 
trp_village_walker_7_pl|村 民 
trp_village_walker_8|女 村 民 
trp_village_walker_8_pl|女 村 民 
trp_village_walker_1a|村 民 
trp_village_walker_1a_pl|村 民 
trp_village_walker_3a|村 民 
trp_village_walker_3a_pl|村 民 
trp_village_walker_5a|村 民 
trp_village_walker_5a_pl|村 民 
trp_spy_walker_1|市 民 
trp_spy_walker_1_pl|市 民 
trp_spy_walker_2|女 市 民 
trp_spy_walker_2_pl|女 市 民 
trp_tournament_master|竞 技 场 老 板 
trp_tournament_master_pl|竞 技 场 老 板 
trp_trainer|教 练 
trp_trainer_pl|教 练 
trp_constable_hareck|治 安 官 哈 瑞 克 
trp_constable_hareck_pl|治 安 官 哈 瑞 克 
trp_ramun_the_slave_trader|奴 隶 商 人 阿 特 马 尔 
trp_ramun_the_slave_trader_pl|奴 隶 商 人 阿 特 马 尔 
trp_guide|尤 里 克 
trp_guide_pl|尤 里 克 
trp_xerina|皮 克 特 人 隐 士 
trp_xerina_pl|隐 士 
trp_dranton|布 立 吞 人 尼 欧 
trp_dranton_pl|尼 欧 
trp_kradus|撒 克 逊 人 厄 佛 德 
trp_kradus_pl|喀 拉 杜 斯 
trp_tutorial_trainer|训 练 场 教 练 
trp_tutorial_trainer_pl|训 练 场 教 练 
trp_galeas|巴 林 
trp_galeas_pl|巴 林 
trp_farmer_from_bandit_village|农 民 
trp_farmer_from_bandit_village_pl|农 民 
trp_trainer_2|哈 罗 德 
trp_trainer_2_pl|教 练 
trp_trainer_1|资 深 士 兵 
trp_trainer_1_pl|资 深 士 兵 
trp_trainer_3|教 练 
trp_trainer_3_pl|教 练 
trp_trainer_4|教 练 
trp_trainer_4_pl|教 练 
trp_trainer_5|教 练 
trp_trainer_5_pl|教 练 
trp_ransom_broker_1|奴 隶 贩 子 
trp_ransom_broker_1_pl|奴 隶 贩 子 
trp_ransom_broker_2|奴 隶 贩 子 
trp_ransom_broker_2_pl|奴 隶 贩 子 
trp_ransom_broker_3|奴 隶 贩 子 
trp_ransom_broker_3_pl|奴 隶 贩 子 
trp_ransom_broker_4|奴 隶 贩 子 
